ticker,price_column_used,min_price,max_price,total_volume,n_days,avg_volume_per_day
AGD,close,5.940000057220459,12.510000228881836,62380200.0,1257,49626.252983293554
AGEN,close,0.6299999952316284,6.506379127502441,4669236674.0,1257,3714587.648369133
AGI,close,3.7699999809265137,14.859999656677246,3875534200.0,1257,3083161.6547334925
AGIO,close,17.059999465942383,68.0999984741211,785782400.0,1257,625125.2187748607
AGM,close,43.02000045776367,194.9199981689453,56106100.0,1257,44634.92442322991
AGM-A,close,41.2599983215332,148.80999755859375,404500.0,1257,321.79793158313447
AGNC,close,6.940000057220459,19.6200008392334,11349360800.0,1257,9028926.650755767
AGO,close,19.06999969482422,74.7300033569336,671968526.0,1257,534581.1662688942
AGRO,close,3.549999952316284,13.149999618530272,798872300.0,1257,635538.8225934765
AGX,close,31.770000457763672,54.630001068115234,122707400.0,1257,97619.25218774861
AGYS,close,13.0,90.8499984741211,181910000.0,1257,144717.5815433572
AHCO,close,6.489999771118164,40.150001525878906,1000636000.0,1257,796050.9148766905
AHH,close,7.070000171661378,19.11000061035156,404234500.0,1257,321586.71439936355
AHT,close,0.4900000095367431,69.30000305175781,1379029808.0,1257,1097080.1972951472
AI,close,1.7000000476837158,177.47000122070312,6445852700.0,1147,5619749.5204882305
AIG,close,18.780000686645508,67.87000274658203,6222646100.0,1257,4950394.669848846
AIN,close,31.61000061035156,113.72000122070312,209361800.0,1257,166556.72235481304
AIR,close,9.4399995803833,72.27999877929688,356214100.0,1257,283384.3277645187
AIRG,close,1.6749999523162842,28.0,89170300.0,1257,70938.98170246619
AIRT,close,9.0600004196167,40.5,13315809.0,1257,10593.324582338902
AIT,close,32.029998779296875,174.69000244140625,237341100.0,1257,188815.51312649166
AIV,close,3.447510004043579,55.4900016784668,3492022160.0,1257,2778060.5887032617
AIZ,close,80.41000366210938,193.1199951171875,565556500.0,1257,449925.61654733494
AJG,close,68.23999786376953,252.9199981689453,1194638500.0,1257,950388.6237072395
AKAM,close,57.70000076293945,121.91999816894533,1966594900.0,1257,1564514.6380270484
AKBA,close,0.25,13.579999923706056,4202824400.0,1257,3343535.7199681783
AKO-A,close,8.479999542236328,21.0,2389300.0,1257,1900.7955449482895
AKO-B,close,9.649999618530272,24.0,20300300.0,1257,16149.801113762927
AKR,close,9.289999961853027,29.64999961853028,839185100.0,1257,667609.4669848847
AKTS,close,0.4799999892711639,18.57999992370605,714534700.0,1257,568444.4709626094
AL,close,10.8100004196167,52.0099983215332,1054233200.0,1257,838689.8965791567
ALB,close,50.900001525878906,325.3800048828125,1969734800.0,1257,1567012.569610183
ALCO,close,22.64999961853028,43.08000183105469,41526400.0,1257,33036.11774065235
ALDX,close,1.4700000286102295,14.850000381469728,1126330700.0,1257,896046.6984884646
ALE,close,48.18000030517578,88.16999816894531,378803900.0,1257,301355.5290373906
ALEX,close,8.789999961853027,25.920000076293945,426321700.0,1257,339158.0747812251
ALG,close,75.12000274658203,213.25,65694500.0,1257,52262.927605409706
ALGN,close,137.72000122070312,729.9199829101562,1159266383.0,1257,922248.5147175816
ALGT,close,57.060001373291016,268.8099975585937,265018400.0,1257,210834.0493237868
ALK,close,23.559999465942383,73.73999786376953,2402558400.0,1257,1911343.198090692
ALKS,close,13.0600004196167,37.33000183105469,1895000300.0,1257,1507557.9156722354
ALL,close,73.2300033569336,144.36000061035156,2367269400.0,1257,1883269.2124105012
ALLE,close,78.5999984741211,148.1300048828125,923461600.0,1257,734655.2108194113
ALLO,close,2.2799999713897705,54.040000915527344,1658290700.0,1257,1319244.7891805887
ALLT,close,1.2899999618530271,20.46999931335449,220347300.0,1257,175296.18138424822
ALNY,close,65.86000061035156,241.3099975585937,930326200.0,1257,740116.3086714399
ALOT,close,5.510000228881836,26.57999992370605,26449400.0,1257,21041.686555290373
ALRM,close,34.290000915527344,107.69000244140624,425815200.0,1257,338755.13126491645
ALRS,close,13.520000457763672,36.900001525878906,36570600.0,1257,29093.556085918855
ALSN,close,26.8700008392334,60.970001220703125,1178790400.0,1257,937780.7478122514
ALT,close,1.5299999713897705,33.2599983215332,2390502500.0,1257,1901752.1877486077
ALV,close,40.18000030517578,111.08999633789062,830562735.0,1257,660749.9880668258
ALX,close,156.9199981689453,393.6700134277344,17223800.0,1257,13702.30708035004
AM,close,1.9800000190734863,14.3100004196167,5400813600.0,1257,4296589.976133651
AMAL,close,8.130000114440918,27.40999984741211,114092500.0,1257,90765.71201272872
AMAT,close,31.540000915527344,167.0,9887189300.0,1257,7865703.5003977725
AMBA,close,34.369998931884766,216.83999633789065,763910100.0,1257,607724.8210023866
AMBC,close,7.300000190734863,22.700000762939453,538376000.0,1257,428302.30708035006
AMC,close,2.0799999237060547,625.5,8132724150.0,1257,6469947.613365155
AMD,close,17.049999237060547,161.91000366210938,83484027500.0,1257,66415296.34049324
AME,close,58.209999084472656,165.1199951171875,1373239800.0,1257,1092473.9856801908
AMG,close,45.150001525878906,190.33999633789065,481024600.0,1257,382676.6905330151
AMGN,close,166.6999969482422,292.3900146484375,3445126000.0,1257,2740752.585521082
AMH,close,18.14999961853028,43.61000061035156,2700695900.0,1257,2148524.9801113764
AMKR,close,5.78000020980835,34.18000030517578,1441135900.0,1257,1146488.385043755
AMN,close,37.540000915527344,127.04000091552734,659613400.0,1257,524752.108194113
AMPE,close,0.3499999940395355,828.0,488845532.0,1257,388898.59347653145
AMPH,close,12.65999984741211,65.0,360035100.0,1257,286424.1050119332
AMPY,close,0.5199999809265137,12.81999969482422,894699200.0,1257,711773.4287987271
AMRC,close,13.229999542236328,97.5,409364600.0,1257,325667.9395385839
AMRK,close,7.849999904632568,44.16999816894531,186436000.0,1257,148318.21797931584
AMRN,close,0.6600000262260437,24.1200008392334,7309410700.0,1257,5814964.75735879
AMSC,close,3.289999961853028,30.059999465942383,531386212.0,1257,422741.61654733494
AMSF,close,45.119998931884766,76.26000213623047,112093900.0,1257,89175.73587907717
AMT,close,156.74000549316406,303.6199951171875,2433777000.0,1257,1936178.997613365
AMTB,close,9.3100004196167,35.869998931884766,89424200.0,1257,71140.97056483691
AMTD,close,1.7599999904632568,57.380001068115234,1680779524.0,1257,1337135.6595067622
AMTX,close,0.3709999918937683,26.190000534057617,1271314300.0,1257,1011387.6690533016
AMWD,close,35.88999938964844,116.4499969482422,161398000.0,1257,128399.36356404137
AMX,close,10.56999969482422,22.959999084472656,2995668100.0,1257,2383188.6237072395
AMZN,close,81.81999969482422,2890.300048828125,64435413400.0,1257,51261267.621320605
AN,close,22.549999237060547,181.47000122070312,1017609700.0,1257,809554.2561654734
ANAB,close,10.18000030517578,81.12000274658203,414757000.0,1257,329957.83611774066
ANDE,close,11.31999969482422,58.56999969482422,277893700.0,1257,221076.9291964996
ANET,close,48.775001525878906,328.5400085449219,2354003100.0,1257,1872715.2744630072
ANF,close,7.96999979019165,93.19000244140624,2636438600.0,1257,2097405.409705648
ANGI,close,1.559999942779541,18.549999237060547,2089379100.0,1257,1662194.9880668258
ANIK,close,16.979999542236328,73.36000061035156,160685400.0,1257,127832.45823389021
ANIP,close,23.09000015258789,85.38999938964844,142219400.0,1257,113141.92521877486
ANY,close,0.3720000088214874,65.80000305175781,705151612.0,1257,560979.8027048528
AON,close,141.8800048828125,345.20001220703125,1495061700.0,1257,1189388.7828162292
AOS,close,34.75,85.8499984741211,1602424500.0,1257,1274800.7159904535
AOSL,close,5.880000114440918,65.72000122070312,318243300.0,1257,253176.84964200476
AP,close,1.940000057220459,8.680000305175781,62829600.0,1257,49983.770883054895
APA,close,4.019999980926514,51.38999938964844,10292926600.0,1257,8188485.759745426
APAM,close,18.010000228881836,56.65999984741211,674220700.0,1257,536372.8719172634
APD,close,154.6199951171875,325.25,1369834300.0,1257,1089764.7573587908
APG,close,9.09000015258789,11850.0,1115402690.0,1233,904625.0527169505
APH,close,47.22999954223633,109.79000091552734,2749193300.0,1257,2187106.841686555
API,close,2.380000114440918,172.0,820348247.0,1114,736398.7854578097
APLE,close,4.840000152587891,18.549999237060547,2468636500.0,1257,1963911.2967382658
APLS,close,12.8100004196167,93.30999755859376,1616382600.0,1257,1285905.0119331742
APO,close,23.799999237060547,94.76000213623048,2930855900.0,1257,2331627.6054097055
APOG,close,14.449999809265137,54.130001068115234,239728900.0,1257,190715.1153540175
APPF,close,56.33000183105469,210.97999572753903,166993000.0,1257,132850.43754972157
APPN,close,25.61000061035156,235.2400054931641,828196000.0,1257,658867.1439936357
APPS,close,1.8899999856948853,94.73999786376952,3474737500.0,1257,2764309.8647573586
APT,close,3.200000047683716,25.25,1177659403.0,1257,936880.9888623707
APTO,close,0.4099999964237213,9.0,1001840600.0,1257,797009.2283214001
APTV,close,33.54999923706055,178.1199951171875,2269090000.0,1257,1805163.0867143993
APYX,close,1.399999976158142,17.399999618530273,235708600.0,1257,187516.78599840892
AQST,close,0.6299999952316284,9.09000015258789,716242000.0,1257,569802.7048528242
AR,close,0.6700000166893005,48.310001373291016,10503830300.0,1257,8356269.132856007
ARAY,close,1.350000023841858,5.889999866485596,884636200.0,1257,703767.8599840892
ARCB,close,16.110000610351562,124.7300033569336,357571900.0,1257,284464.51869530627
ARCC,close,8.079999923706055,22.57999992370605,3328137600.0,1257,2647683.0548926014
ARCO,close,3.0299999713897705,12.800000190734863,1096801300.0,1257,872554.7334924423
ARCT,close,4.420000076293945,123.66000366210938,676956400.0,1257,538549.2442322992
ARDC,close,8.65999984741211,16.6200008392334,119252000.0,1257,94870.3261734288
ARDX,close,0.5099999904632568,8.979999542236328,5060202100.0,1257,4025618.2179793157
ARE,close,91.66000366210938,223.57000732421875,1132722900.0,1257,901131.9809069212
AREC,close,0.4600000083446502,12.199999809265137,1382180153.0,1257,1099586.4383452665
ARGX,close,98.8499984741211,548.4299926757812,270370300.0,1257,215091.7263325378
ARI,close,4.239999771118164,19.68000030517578,1489160200.0,1257,1184693.874303898
ARKR,close,8.229999542236328,23.8799991607666,12748400.0,1257,10141.92521877486
ARLO,close,1.5,11.479999542236328,1369378400.0,1257,1089402.0684168655
ARLP,close,2.630000114440918,26.34000015258789,735046700.0,1257,584762.6889419252
ARMK,close,12.9399995803833,46.77999877929688,4023947155.0,1257,3201230.831344471
AROC,close,2.0999999046325684,16.0,1224298700.0,1257,973984.645982498
AROW,close,16.829999923706055,38.060001373291016,37400068.0,1257,29753.435163086713
ARR,close,6.269999980926514,62.54999923706055,1037415720.0,1257,825310.8353221957
ARTW,close,1.75,7.309999942779541,62886500.0,1257,50029.03739061257
ARVN,close,13.550000190734863,107.87000274658205,570101100.0,1257,453541.05011933175
ARW,close,41.060001373291016,146.0500030517578,680683600.0,1257,541514.3993635641
ARWR,close,12.050000190734863,90.47000122070312,1473560700.0,1257,1172283.770883055
ASA,close,8.699999809265137,24.88999938964844,103667200.0,1257,82471.91726332538
ASB,close,10.850000381469728,25.709999084472656,1730081132.0,1257,1376357.3046937152
ASC,close,2.7100000381469727,18.93000030517578,567083500.0,1257,451140.41368337313
ASGN,close,31.26000022888184,131.25999450683594,343392900.0,1257,273184.4868735084
ASH,close,39.7599983215332,113.58000183105467,634574500.0,1257,504832.53778838506
ASIX,close,8.510000228881836,56.84000015258789,251840300.0,1257,200350.2784407319
ASM,close,0.2800000011920929,1.850000023841858,1064318200.0,1257,846712.9673826571
ASML,close,147.67999267578125,889.3300170898438,1141070200.0,1257,907772.6332537788
ASPN,close,2.220000028610229,63.65999984741211,526592300.0,1257,418927.8440731901
ASRT,close,0.6000000238418579,7.659999847412109,1825293325.0,1257,1452102.8838504376
ASRV,close,2.390000104904175,4.5,26548300.0,1257,21120.365950676212
ASTC,close,1.090000033378601,121.5,175756059.0,1257,139821.8448687351
ASTE,close,26.3700008392334,79.19999694824219,167824700.0,1257,133512.092283214
ASUR,close,4.900000095367432,16.829999923706055,216368300.0,1257,172130.70803500398
ASX,close,3.2100000381469727,9.59000015258789,4333269772.0,1257,3447310.876690533
ASYS,close,3.5999999046325684,15.510000228881836,88512100.0,1257,70415.35401750199
ATEC,close,1.190000057220459,18.799999237060547,1011274400.0,1257,804514.2402545743
ATEN,close,3.5199999809265137,19.299999237060547,851922000.0,1257,677742.2434367542
ATEX,close,27.51000022888184,64.87000274658203,157110696.0,1257,124988.62052505967
ATHE,close,1.600000023841858,34.29999923706055,162457578.0,1257,129242.30548926015
ATHM,close,21.5,137.9199981689453,878960400.0,1257,699252.5059665871
ATHX,close,0.0160000007599592,77.0,1200402095.0,1257,954973.8225934765
ATI,close,5.230000019073486,47.68000030517578,2121646300.0,1257,1687864.9960222752
ATKR,close,11.960000038146973,163.42999267578125,527689321.0,1257,419800.5735879077
ATNI,close,28.040000915527344,77.23999786376953,62158000.0,1257,49449.482895783614
ATNM,close,0.1749999970197677,18.0,1773981021.0,1257,1411281.6396181383
ATO,close,80.5,124.41000366210938,1161159500.0,1257,923754.5743834527
ATOM,close,2.549999952316284,46.45000076293945,372408300.0,1257,296267.54176610976
ATOS,close,0.5,8.619999885559082,4562324000.0,1257,3629533.810660302
ATR,close,83.93000030517578,157.55999755859375,326623500.0,1257,259843.67541766108
ATRA,close,0.2300000041723251,41.7400016784668,1602707100.0,1257,1275025.53699284
ATRC,close,23.809999465942383,87.13999938964844,393699000.0,1257,313205.25059665873
ATRO,close,6.400000095367432,44.20000076293945,274722800.0,1257,218554.3357199682
ATUS,close,1.8799999952316284,37.900001525878906,6594292200.0,1257,5246055.84725537
AUB,close,19.530000686645508,42.119998931884766,426575200.0,1257,339359.74542561657
AUBN,close,18.799999237060547,63.4000015258789,5702000.0,1257,4536.197295147176
AUDC,close,7.190000057220459,44.7599983215332,293256500.0,1257,233298.72712808274
AUPH,close,3.880000114440918,33.08000183105469,3094019900.0,1257,2461431.9013524265
AVA,close,31.06999969482422,52.59000015258789,651882600.0,1257,518601.9093078759
AVAL,close,2.049999952316284,8.880000114440918,193874100.0,1257,154235.56085918855
AVAV,close,46.720001220703125,141.22999572753906,290407100.0,1257,231031.90135242642
AVB,close,121.08000183105467,258.260009765625,989707500.0,1257,787356.8019093078
AVGO,close,167.8699951171875,1147.0,3004790100.0,1257,2390445.584725537
AVNW,close,7.400000095367432,41.97499847412109,131052200.0,1257,104257.91567223548
AVT,close,19.790000915527344,50.9900016784668,944078800.0,1257,751057.1201272872
AVY,close,78.75,227.3699951171875,675660500.0,1257,537518.2975338106
AWF,close,7.449999809265137,12.600000381469728,266226100.0,1257,211794.82895783611
AWI,close,59.20000076293945,117.51000213623048,484856900.0,1257,385725.45743834524
AWK,close,88.7699966430664,188.8600006103516,1191659100.0,1257,948018.3770883055
AWP,close,3.140000104904175,6.989999771118164,484038400.0,1257,385074.30389817024
AWR,close,63.34999847412109,103.44000244140624,250822800.0,1257,199540.81145584726
AWRE,close,1.0499999523162842,5.989999771118164,39204116.0,1257,31188.636435958633
AXGN,close,3.609999895095825,25.46999931335449,432311200.0,1257,343922.99124900554
AXP,close,68.95999908447266,198.3800048828125,4703884400.0,1257,3742151.471758154
AXS,close,33.290000915527344,67.25,688163700.0,1257,547465.1551312649
AXTA,close,13.670000076293944,34.25,3102174900.0,1257,2467919.5704057277
AZN,close,35.4900016784668,75.80999755859375,7563611000.0,1257,6017192.521877486
AZO,close,723.219970703125,2733.64990234375,261794200.0,1257,208269.05330151154
AZZ,close,20.6299991607666,58.4900016784668,175552600.0,1257,139659.98408910102
B,close,19.82999992370605,66.91999816894531,284926300.0,1257,226671.6785998409
BA,close,95.01000213623048,440.6199951171875,15252735900.0,1257,12134236.992840096
BABA,close,63.150001525878906,317.1400146484375,25488176500.0,1257,20276990.055688147
BAH,close,43.97000122070313,131.22000122070312,1237073000.0,1257,984147.1758154336
BAK,close,3.859999895095825,29.989999771118164,479077405.0,1257,381127.60938743036
BANC,close,6.550000190734863,21.86000061035156,633163700.0,1257,503710.18297533813
BAND,close,9.350000381469728,193.0800018310547,543929500.0,1257,432720.3659506762
BANX,close,10.109999656677246,23.450000762939453,19146800.0,1257,15232.1400159109
BAP,close,92.3000030517578,250.6999969482422,492295000.0,1257,391642.80031821795
BAX,close,31.709999084472656,94.13999938964844,4384596000.0,1257,3488143.198090692
BB,close,2.900000095367432,25.100000381469727,13470348600.0,1257,10716267.780429594
BBAR,close,2.150000095367432,13.970000267028809,877187000.0,1257,697841.6865552904
BBCP,close,1.8999999761581416,12.489999771118164,151137200.0,1257,120236.43595863166
BBD,close,2.380000114440918,10.390000343322754,31626473900.0,1257,25160281.5433572
BBDC,close,5.340000152587891,11.470000267028809,403117300.0,1257,320697.93158313446
BBDO,close,2.140000104904175,11.18000030517578,34520700.0,1257,27462.76849642005
BBGI,close,0.6800000071525574,4.860000133514404,260695600.0,1257,207395.0676213206
BBSI,close,29.0,118.45999908447266,55063100.0,1257,43805.171042163885
BBU,close,12.380000114440918,46.72999954223633,37672110.0,1257,29969.856801909307
BBVA,close,2.490000009536743,9.449999809265137,3683930300.0,1257,2930732.140015911
BBW,close,1.0199999809265137,29.40999984741211,360079100.0,1257,286459.1089896579
BBY,close,50.68999862670898,138.0,3474459500.0,1257,2764088.7032617345
BC,close,26.709999084472656,115.91000366210938,988820400.0,1257,786651.0739856802
BCBP,close,7.860000133514404,20.3700008392334,65417200.0,1257,52042.322991249006
BCDA,close,0.3700000047683716,17.0,610265600.0,1257,485493.7151949085
BCE,close,31.959999084472656,59.02000045776367,1544956000.0,1257,1229081.9411296737
BCH,close,13.619999885559082,32.47999954223633,158385800.0,1257,126003.0230708035
BCLI,close,0.1500000059604644,17.729999542236328,704729100.0,1257,560643.6754176611
BCML,close,10.100000381469728,24.790000915527344,49874500.0,1257,39677.40652346858
BCO,close,34.790000915527344,96.3499984741211,433696600.0,1257,345025.13922036596
BCPC,close,76.20999908447266,172.5,142499500.0,1257,113364.75735879077
BCRX,close,1.590000033378601,19.76000022888184,5004953800.0,1257,3981665.7120127287
BCSF,close,7.124631881713867,20.088321685791016,269259200.0,1257,214207.79634049322
BDC,close,27.8799991607666,99.0199966430664,395008900.0,1257,314247.33492442325
BDN,close,3.450000047683716,16.239999771118164,2523799900.0,1257,2007796.2609387431
BE,close,2.6700000762939453,42.650001525878906,4341599400.0,1257,3453937.4701670646
BELFA,close,6.150000095367432,67.3499984741211,3727500.0,1257,2965.3937947494032
BEN,close,15.300000190734863,37.68000030517578,4197652200.0,1257,3339421.0023866347
BEP,close,20.32999992370605,56.95000076293945,463015103.0,1257,368349.3261734288
BFAM,close,55.75,181.69000244140625,513110700.0,1257,408202.62529832934
BFC,close,45.369998931884766,99.12999725341795,18922400.0,1257,15053.619729514718
BFIN,close,6.849999904632568,15.800000190734863,43956900.0,1257,34969.689737470166
BFK,close,8.59000015258789,15.81999969482422,136167000.0,1257,108326.96897374702
BFS,close,24.030000686645508,58.11000061035156,58534000.0,1257,46566.428003182176
BFST,close,9.640000343322754,29.239999771118164,56161100.0,1257,44678.679395385836
BFZ,close,9.899999618530272,15.149999618530272,96230100.0,1257,76555.36992840095
BG,close,30.25,126.76000213623048,1655751700.0,1257,1317224.9005568814
BGH,close,9.170000076293944,18.89999961853028,90368300.0,1257,71892.04455051711
BGR,close,4.579999923706055,13.630000114440918,186853835.0,1257,148650.6245027844
BGS,close,7.71999979019165,41.04999923706055,1491617200.0,1257,1186648.5282418458
BGSF,close,6.130000114440918,27.93000030517578,57942200.0,1257,46095.624502784405
BGY,close,3.849999904632568,6.679999828338623,332618600.0,1257,264613.0469371519
BH,close,42.11000061035156,212.8699951171875,8868600.0,1257,7055.369928400954
BH-A,close,264.7799987792969,1050.449951171875,354960.0,1257,282.38663484486875
BHB,close,13.770000457763672,32.900001525878906,39403700.0,1257,31347.414478918057
BHC,close,4.579999923706055,34.380001068115234,5361940400.0,1257,4265664.598249801
BHE,close,14.75,37.18999862670898,277154500.0,1257,220488.86237072395
BHFAL,close,16.920000076293945,28.40999984741211,36269900.0,1257,28854.335719968178
BHK,close,9.140000343322754,17.219999313354492,203882400.0,1257,162197.61336515512
BHP,close,30.93000030517578,72.25691223144531,3693818242.0,1257,2938598.4423229913
BHR,close,1.149999976158142,13.801980018615724,619149500.0,1257,492561.2569610183
BHV,close,8.90999984741211,21.18000030517578,4130900.0,1257,3286.3166268894192
BIDU,close,76.56999969482422,339.9100036621094,5442672700.0,1257,4329890.7716785995
BIIB,close,187.5399932861328,414.7099914550781,1837809200.0,1257,1462059.8249801113
BILI,close,8.920000076293945,156.3699951171875,7484503200.0,1257,5954258.711217184
BIOL,close,0.2300000041723251,3750.0,447673201.0,1257,356144.153540175
BIOX,close,4.099999904632568,16.0,69912500.0,1257,55618.53619729515
BIP,close,21.38999938964844,56.2599983215332,516415700.0,1257,410831.9013524264
BJRI,close,6.539999961853027,62.27000045776367,524691200.0,1257,417415.4335719968
BK,close,27.489999771118164,63.65999984741211,6381386700.0,1257,5076679.952267303
BKD,close,1.7400000095367432,8.75,2640339000.0,1257,2100508.353221957
BKE,close,12.529999732971191,53.75,661244600.0,1257,526049.8011137629
BKH,close,47.93000030517578,85.52999877929688,503940300.0,1257,400907.1599045346
BKN,close,9.600000381469728,19.89999961853028,63834700.0,1257,50783.373110580746
BKNG,close,1152.239990234375,3566.64990234375,486813700.0,1257,387282.1797931583
BKR,close,9.329999923706056,38.720001220703125,9430327300.0,1257,7502249.244232299
BKSC,close,10.3100004196167,23.280000686645508,7232700.0,1257,5753.937947494033
BKT,close,5.519999980926514,19.5,148983501.0,1257,118523.07159904535
BKU,close,13.989999771118164,49.91999816894531,1014658000.0,1257,807206.046141607
BLBD,close,7.369999885559082,28.520000457763672,201025700.0,1257,159924.9801113763
BLD,close,45.34000015258789,379.1099853515625,379119700.0,1257,301606.7621320605
BLDR,close,10.649999618530272,170.55999755859375,2463996500.0,1257,1960219.9681782022
BLE,close,8.8100004196167,16.15999984741211,113443700.0,1257,90249.56245027843
BLFS,close,8.359999656677246,60.5,404499100.0,1257,321797.21559268096
BLIN,close,0.6299999952316284,15.0,1072187400.0,1257,852973.2696897375
BLMN,close,4.829999923706055,31.600000381469727,2415512045.0,1257,1921648.4049323788
BLNK,close,1.309999942779541,60.720001220703125,3652631500.0,1257,2905832.537788385
BLRX,close,0.5600000023841858,10.949999809265137,1273424820.0,1257,1013066.6825775657
BLW,close,9.5600004196167,17.579999923706055,132380600.0,1257,105314.71758154336
